-8.588673132120820952e-01,2.320000000000000000e+02,1.731628378126385144e+02,7.704152500126448366e+00
-8.658089461934331821e-01,1.480000000000000000e+02,3.489953233110479118e+02,7.704152500126448366e+00
-2.658609068860131597e-01,1.780000000000000000e+02,1.475587624183026314e+01,7.704152500126448366e+00
-1.270801324627276463e-01,1.480000000000000000e+02,8.660157796047124990e+00,7.704152500126448366e+00
-3.071106578108342422e-01,2.500000000000000000e+02,1.368364036506840620e+01,8.988177916814189317e+00
-6.292575103473819764e-01,2.500000000000000000e+02,4.048293700173741883e+01,8.988177916814189317e+00
-5.101606422076941927e-01,2.200000000000000000e+02,2.854010526639250855e+01,8.988177916814189317e+00
-9.117910374195214995e-01,2.320000000000000000e+02,3.214782460991507946e+02,7.704152500126448366e+00
-7.622950669423039782e-01,1.300000000000000000e+02,2.084442549893734906e+02,7.704152500126448366e+00
-7.034984855347141686e-01,1.480000000000000000e+02,9.905151451751629565e+01,7.704152500126448366e+00
-7.739824903963548053e-01,1.480000000000000000e+02,1.547054114389283939e+02,7.704152500126448366e+00
-4.560436467405644678e-01,1.480000000000000000e+02,3.236549561034553335e+01,7.704152500126448366e+00
-1.779145837018362430e-01,2.320000000000000000e+02,1.019288578929727151e+01,7.704152500126448366e+00
-3.345850218195388082e-01,1.300000000000000000e+02,2.574200629317436650e+01,7.704152500126448366e+00
-9.076110180678699235e-01,2.500000000000000000e+02,2.695397607540161857e+02,8.988177916814189317e+00
-8.423338123064978422e-01,2.500000000000000000e+02,1.327652609340069318e+02,8.988177916814189317e+00
-8.643011514153765562e-01,2.200000000000000000e+02,1.816742423561214537e+02,8.988177916814189317e+00
-7.622318943815442616e-01,2.500000000000000000e+02,7.622020591374311493e+01,8.988177916814189317e+00
-8.387930133233383323e-01,1.300000000000000000e+02,3.999682168114867409e+02,7.704152500126448366e+00
-5.277572857958870989e-01,2.320000000000000000e+02,3.036540504815249264e+01,7.704152500126448366e+00
-0.000000000000000000e+00,6.000000000000000000e+00,3.936675964240291314e+00,0.000000000000000000e+00
-5.846779938419119915e-01,1.480000000000000000e+02,5.499841815198432471e+01,7.704152500126448366e+00
