3.379661869519060599e-06,5.690497140526062881e-05,6.861867229184620554e-01,7.166255442880834492e-01,6.219141981047426881e-01,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00
8.904259210010328376e-06,2.738151646432638187e-04,4.483445527899012628e-01,3.709434683161138557e-01,3.490400723110502756e-01,2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00
9.739011826266988776e-06,6.750229668933144668e-05,5.746077568720344697e-01,6.465782760483100855e-01,5.122014513091864840e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00
7.014107764915606301e-07,1.651017363105568140e-04,4.027312245710015226e-01,3.942381896796391394e-01,3.757510042270515438e-01,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00
4.038725830310778792e-08,2.911941813883492641e-04,3.102434220715353796e-01,2.407708956243042320e-01,1.757634916027142891e-01,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00
8.515045614395435614e-01,8.848715086945968533e-01,9.384708671668924307e-01,8.931793896482037587e-01,9.123999271938882938e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
5.355259294979369811e-01,6.083057665767624966e-01,7.513105082218927144e-01,6.622131369076769136e-01,6.689048849408910646e-01,3.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00
4.625885835935025781e-01,5.224828842698850950e-01,6.957326448957974474e-01,6.132871896643687926e-01,6.528425701152817950e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.672436749539088829e-01,7.820504213803921578e-01,8.888628218020421246e-01,7.962923752485036033e-01,8.716345537641992935e-01,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00
5.103831263545133279e-01,6.769695242823825510e-01,6.542913489182051734e-01,6.599081486740847602e-01,6.837715374913984068e-01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.800887134845709557e-06,1.015323009852642352e-05,5.505046378949488561e-01,6.995901566954443318e-01,6.372927963233354642e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00
8.285392640123399044e-01,8.274658775872377747e-01,6.676535887670467240e-01,8.941188861971642865e-01,8.426182182365676843e-01,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00
4.730095661126579830e-05,5.818649510872103692e-04,4.729818817716630042e-01,6.167432468509708166e-01,4.490985934483524011e-01,3.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00
7.168889150531471577e-06,6.259561912986839199e-06,3.821020915240508908e-01,3.201984858729956529e-01,3.046007077728499213e-01,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00
8.512424241229991917e-04,4.802913296433786172e-03,5.441836419693083515e-01,5.578984313991640631e-01,4.308882884467645225e-01,2.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00
3.961662946769175121e-06,8.727942022964687262e-04,7.724575827709574405e-01,7.144163763660782429e-01,6.261818986693576949e-01,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00
1.649005198171945885e-05,9.308145623892677737e-05,2.371267426610194629e-01,3.723170439663946452e-01,2.161831463460573421e-01,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00
5.787689111665200725e-01,7.295914789967807845e-01,7.547998784502670810e-01,7.334084169223230587e-01,7.508950890972458936e-01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.798038890828551839e-01,6.308082060713118278e-01,8.011047985882918665e-01,8.200520947751741563e-01,7.484804796606042698e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
4.328085082309582887e-01,6.083235285316749286e-01,6.310284506727712461e-01,7.819616161433540213e-01,7.496117727419949750e-01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00
1.875276446033106927e-05,3.091639395560330126e-05,4.338634981156151982e-01,1.318071385391009209e-01,2.863329811263569669e-01,2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00
6.101280046694815273e-04,1.901797483542359032e-06,6.825748798927988581e-01,6.277987104879145797e-01,6.616353839422394190e-01,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
6.817067973184137708e-01,7.773268369184584969e-01,8.576431517790314984e-01,8.671175036534577441e-01,8.062282115911009184e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
7.256530655822798215e-01,7.776447779110311487e-01,7.714105577371221933e-01,7.736242187721255048e-01,8.067373667887357547e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.869355188149479874e-01,7.688603032234272439e-01,7.600305438861729712e-01,7.523571089293592529e-01,7.679864907149880349e-01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.340470283842011723e-01,6.225879363028775648e-01,6.088934965401718857e-01,6.173616684548002276e-01,6.179434952158062710e-01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.954338358532251602e-04,1.849959467616415186e-03,7.473620746822866590e-01,6.993622581880918343e-01,6.256336306383490919e-01,2.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00
1.587869868117233795e-13,3.310223141023827189e-10,2.794341085958405857e-03,5.378770453038283703e-06,4.567753760597974277e-05,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.337279166249639681e-07,5.778718346080113748e-07,2.624321783109160311e-01,2.255263204437244883e-04,1.204245024725643931e-01,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.228103916252624820e-05,1.752250266986905846e-04,4.483432727791930028e-01,5.273050450843465020e-01,4.193262787525550150e-01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00
5.867515038943706129e-04,6.199496834684320445e-02,8.201886857357382210e-01,7.633212733946957984e-01,6.960569714611594128e-01,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00
3.892781496920476661e-06,1.231049616749876549e-05,6.806680292991078574e-01,6.734578745680157574e-01,5.316219087556033340e-01,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00
6.255138368730053244e-01,7.931616986983209827e-01,7.799428133772577931e-01,7.450680925736271609e-01,7.818812474923793054e-01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.899657655204713969e-01,8.371520211996208438e-01,7.974824186184295005e-01,7.812233470357129450e-01,8.218058532107043179e-01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.523499603463483467e-07,1.819062243259787076e-04,2.691158673110483068e-01,2.729823136047598853e-01,2.570262091312370267e-01,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00
4.392233589202665933e-01,5.847316623323629559e-01,7.172158576993061807e-01,8.010607263555915569e-01,7.502104382048362385e-01,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00
3.261927308997822562e-08,1.079702230350157335e-06,2.275655237419073607e-01,4.619596722575203263e-02,1.004164755181601032e-01,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
4.644912651964659966e-01,6.313496561992245626e-01,7.594179747166529548e-01,7.521499940227331926e-01,6.740466268731455379e-01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
7.825635426312432807e-01,9.011580814517053950e-01,9.314623496456799767e-01,9.008083183194325327e-01,8.799246087057167598e-01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
5.577474949857723630e-01,7.759239260959021056e-01,8.271988509307147686e-01,8.609125455559885065e-01,7.566143989350887500e-01,4.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00
1.932311314127461706e-04,8.969798730217408422e-03,6.923742978041197427e-01,7.089382892271638426e-01,5.838225264836317541e-01,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00
2.680321441430675776e-09,4.097636522593421628e-08,1.913296617316734283e-06,1.912896819677295523e-07,5.557767066073868189e-08,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.076168790634135066e-08,2.172956697142159372e-07,1.346949135320205104e-01,1.275698091572630144e-06,1.032919425449418949e-01,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00
3.415397778028568870e-06,4.456434716252672843e-07,2.198625528760486114e-01,4.057664220853577364e-01,2.951942128459016379e-01,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00
7.215767848860104028e-01,7.153126793853139542e-01,8.058828784722062988e-01,7.939207683358022738e-01,8.237086600793491753e-01,2.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00
2.001852937877013962e-05,7.966387806563265408e-05,6.516474167862184030e-01,5.613515227931875629e-01,5.681541811403370001e-01,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00
7.126314428998976602e-01,7.776998980098691616e-01,8.207052516960179345e-01,7.569322054658829124e-01,7.881222356332439061e-01,3.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00
6.681489489937897375e-01,8.192449421436955870e-01,7.611312112810710850e-01,7.712223542110939745e-01,7.947359023164636271e-01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.112422968371911125e-01,7.605944986778060413e-01,8.808702777787268401e-01,7.451343915936551321e-01,7.469607904453658964e-01,4.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00
2.265484541167036051e-05,1.673688795345815465e-06,6.234588093043186285e-01,6.480001475780433617e-01,5.440685758308209108e-01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00
6.488386674083183869e-07,6.908421960506553076e-04,6.732524528337364700e-01,6.953343510431163610e-01,5.371092067371535661e-01,3.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00
3.040394877737955101e-04,3.239771279218706113e-04,6.338692255357495364e-01,6.731006333232670835e-01,6.644648800358342600e-01,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00
2.200396919904094167e-05,4.138093733014996652e-05,7.266053753505173907e-01,7.388769248044461113e-01,6.416188486929308432e-01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
1.483531629595915343e-06,2.062731984645363448e-05,2.171185637786468559e-01,4.293384920457185006e-01,2.731370084787466679e-01,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00
4.285277324007954469e-01,6.094978205292722606e-01,7.392783987187326877e-01,7.381801770847363775e-01,6.434896895129711414e-01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
2.557272734421635260e-06,1.125585870203685821e-05,5.693116348787172765e-01,6.425533784884311927e-01,5.922064685942384221e-01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00
5.497502301896700638e-01,6.516161733787948496e-01,6.956109091582785009e-01,7.641902334684005371e-01,7.394033801392098093e-01,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00
9.009653180635943332e-05,4.182320544387257608e-05,5.932996494209817895e-01,5.275490240255259478e-01,4.158416689933623900e-01,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00
4.657499054126407190e-01,6.502821116459909234e-01,6.495939372883310359e-01,6.784071875897325077e-01,6.471865295989915889e-01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.636554684050042452e-01,7.228432472100648765e-01,7.127185188461021559e-01,7.404238944304522008e-01,7.156618472025018107e-01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.209374906551620919e-07,1.002790696586022370e-05,6.429684336619763130e-01,5.994852024371568611e-01,5.995322956563290395e-01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00
1.632931424845448707e-06,9.391456623798948245e-06,5.310836698548135892e-01,5.919932533493797999e-01,4.717118275816422068e-01,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00
6.431235182197277966e-01,7.066200414763472715e-01,7.349204173651638916e-01,7.779548062488562676e-01,7.602532310651861636e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
