7.978960040010886212e-01,8.347778282075890566e-01,9.594854672273859242e-01,9.104263651780144517e-01,3.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.343277633028200801e-01,8.303702687591177911e-01,9.592007177932433404e-01,9.109448844508167831e-01,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.916302633151101276e-01,7.271166559741056856e-01,8.727151176127212473e-01,7.262901438494330231e-01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.480531275971503469e-01,8.431884868405312705e-01,9.513889860689895839e-01,8.854425686655970074e-01,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.983066476282989266e-01,8.781230275462378332e-01,9.725373430985092549e-01,9.393331261543884647e-01,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.058684924886163836e-01,9.121572199232287348e-01,9.668280604892927066e-01,9.151781693997458333e-01,4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.210979609258342027e-01,9.252534726628599548e-01,9.628400478678524887e-01,9.232547421604804239e-01,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.287373986344275689e-01,5.508561778742235848e-01,8.170362101068581184e-01,6.634131635746589595e-01,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.927803700391720110e-01,8.331880477630826398e-01,9.285997043981568666e-01,8.363014082937992866e-01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.013389973912822928e-01,5.000001443045394289e-01,6.011841676309198634e-01,5.001549269624649963e-01,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.098718127721641125e-01,9.454673582894952411e-01,9.771350945317470726e-01,9.463116138034302072e-01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.612695934777684581e-01,7.900688443592178700e-01,9.213252923682214712e-01,7.815005091662688974e-01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.487315399708608155e-01,9.453739271388985621e-01,9.763566949630975156e-01,9.464749839476496174e-01,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.016286824141311662e-01,5.035477667759211684e-01,5.017919489747766359e-01,5.000255357883663931e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.122355024012356539e-01,8.349528724106971556e-01,9.170161815193181853e-01,7.308073867697004733e-01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
5.996627764484856460e-01,6.197771504591301772e-01,8.108172653271573660e-01,6.288579879430471475e-01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.030580992531386020e-01,5.094714702707052734e-01,7.703034805361543835e-01,5.974725927247435120e-01,3.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.148189176736645667e-01,6.491320059778247220e-01,8.747391412984838466e-01,7.493452125656667739e-01,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.481995146567546051e-01,7.747772704716943126e-01,9.404013374184002627e-01,8.662138443745480698e-01,3.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.004514507768826892e-01,5.024117199192436045e-01,7.273000730429370897e-01,5.064805021332658974e-01,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.498621264773883244e-01,9.279491637878760635e-01,9.688278434381436544e-01,9.306540502865017217e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.434851350987495611e-01,8.954114752918311826e-01,9.554879355532115426e-01,8.091107621508544234e-01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
8.241168638990987727e-01,7.788803189241715330e-01,9.405036618492821354e-01,8.687134405502465739e-01,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.788423446329557631e-01,6.896164081841824611e-01,8.514694961674843521e-01,7.080730448301859603e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.845854104741329715e-01,8.508507621400399623e-01,9.666596383161012440e-01,9.237235760218290848e-01,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.113769561655901130e-01,9.499374767168962119e-01,9.783792209323368683e-01,8.873265252812596593e-01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
7.520257847891083092e-01,8.804081827670708904e-01,9.410997052119742801e-01,8.763654538856694431e-01,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.731736123424364004e-01,8.201839500066769872e-01,9.191435411291443147e-01,8.232057155908826251e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.027140342956688768e-01,8.909772869942380602e-01,9.755620045836758125e-01,9.550006236000584403e-01,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.797746518047629971e-01,9.291145583003690422e-01,9.668347494716619250e-01,9.265929919792417202e-01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.782108390794333586e-01,8.293659414895573345e-01,9.160048073769812005e-01,8.305258364636831647e-01,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.722128272052728892e-01,6.730063562599198912e-01,8.436859469752560070e-01,6.691883739022733701e-01,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.641899884291847300e-01,7.546352970865725096e-01,9.341585044827261930e-01,8.214566332280506256e-01,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.268079441929245821e-01,8.765284330984205452e-01,9.428782007693626843e-01,8.747226576201332371e-01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.701873750335495927e-01,9.133488894275191283e-01,9.639423552726216204e-01,9.172640350893503935e-01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.566064922789711211e-01,7.725702361752144753e-01,9.083067899991764671e-01,7.860878811367931762e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.281756330497220819e-01,9.379121360458004819e-01,9.732908441784423603e-01,9.308151633614065723e-01,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.564582582065493055e-01,9.530123703971276061e-01,9.775494337943055889e-01,9.520070025797279234e-01,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.031473482697855326e-01,6.182960751336623595e-01,8.153294124682416433e-01,6.135767685893894763e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.135396083978554405e-01,6.433551699273395430e-01,8.398203777485873101e-01,7.470867540097898551e-01,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.507582935433172011e-01,9.432272611242735749e-01,9.798285008627025672e-01,9.501785559754190036e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
