7.913119164646272852e-01,9.042617154297722948e-01,9.580123204055480679e-01,9.047732454708383720e-01,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.444657620629181238e-01,8.829550564666016621e-01,9.772072872277538513e-01,9.449731611253289199e-01,3.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.001513956278935691e-01,5.025100492749734471e-01,7.112789160300420077e-01,5.002686355986045719e-01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
6.846409867654081882e-01,8.783761193539069145e-01,9.566495049869133682e-01,8.542266525802748589e-01,4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.658288010354664443e-01,8.875684126055548573e-01,9.409610998232498247e-01,9.053462871447410798e-01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.040297910810656923e-01,7.558355582540516870e-01,9.211401990203799128e-01,7.625152475352264814e-01,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.822417244758108401e-01,8.693296332714184338e-01,9.183326695673716955e-01,8.042345594549071830e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.033134135577207458e-01,5.000043648764856963e-01,6.360161937359876116e-01,5.015180926267592820e-01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.581251265457343624e-01,9.419035120921814830e-01,9.695983187322398944e-01,9.332910033258612348e-01,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.000000000353450602e-01,5.000000307483235540e-01,5.000001071307431655e-01,5.000000000006741274e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.709832959897221727e-01,6.940152219405574252e-01,9.056553638779636373e-01,7.957442896815727362e-01,3.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.196104776854050478e-01,8.934868675832988716e-01,9.496563846648936602e-01,8.887168535963158034e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.021155198927220953e-01,8.634330472091771291e-01,9.382459252878321276e-01,8.636747383126972544e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
